se_name	cell_specific_gain	number_ce_gain	number_cancer_gain	gain_ce	number_ce_loss	number_cancer_loss	loss_ce
chr8_134281190_134298690	yes	2	3	chr8_134282918_134284623:Cutaneous_melanoma|chr8_134288701_134293210:Cutaneous_melanoma,Glioblastoma,Melanoma	0	0	none
chr8_13432708_13483150	yes	4	3	chr8_13453662_13455165:Prostate_carcinoma|chr8_13457951_13461159:Melanoma,Prostate_carcinoma|chr8_13469696_13470636:Melanoma|chr8_13470999_13472449:Clear_cell_renal_cell_carcinoma,Gliosarcoma,Prostate_carcinoma	0	0	none
chr8_134498915_134522780	yes	3	1	chr8_134497004_134503915:Astrocytoma,Glioblastoma|chr8_134515588_134516869:Astrocytoma|chr8_134519992_134522780:Astrocytoma	0	0	none
chr8_134694027_134756399	yes	1	3	chr8_134724582_134728460:Amelanotic_melanoma,Cutaneous_melanoma,Melanoma	0	0	none
chr8_134799859_134833691	yes	1	3	chr8_134819467_134826027:Amelanotic_melanoma,Cutaneous_melanoma,Melanoma	0	0	none
chr8_134873227_134906831	no	0	0	none	0	0	none
chr8_134970625_134974584	yes	1	1	chr8_134974580_134974866:Cutaneous_melanoma	0	0	none
chr8_135207189_135237499	yes	3	0	chr8_135208032_135211481:Renal_cell_carcinoma|chr8_135211652_135213683:Cutaneous_melanoma|chr8_135221296_135222566:	0	0	none
chr8_135365183_135376020	yes	1	4	chr8_135371037_135375437:Amelanotic_melanoma,Cutaneous_melanoma,Glioblastoma,Melanoma	0	0	none
chr8_135456851_135468253	no	0	0	none	1	3	chr8_135456145_135457369:Adult_T_acute_lymphoblastic_leukemia,Anaplastic_large_cell_lymphoma__ALK_positive,Pleural_epithelioid_mesothelioma
chr8_135626987_135642643	yes	3	4	chr8_135627853_135630290:Astrocytoma,Cutaneous_melanoma,Melanoma|chr8_135634468_135638540:Cutaneous_melanoma,Melanoma|chr8_135639681_135643198:Amelanotic_melanoma,Colon_carcinoma,Cutaneous_melanoma,Melanoma	0	0	none
chr8_135766378_135776255	yes	1	2	chr8_135766378_135776255:Colon_carcinoma,Cutaneous_melanoma	0	0	none
chr8_135921329_135934410	yes	2	3	chr8_135921329_135930434:Amelanotic_melanoma,Cutaneous_melanoma,Glioblastoma,Melanoma|chr8_135932356_135934207:Amelanotic_melanoma,Cutaneous_melanoma,Melanoma	0	0	none
chr8_135996990_136031746	yes	5	4	chr8_135996990_135998285:Melanoma|chr8_135998342_136001553:Cutaneous_melanoma,Melanoma|chr8_136009325_136012108:Cutaneous_melanoma,Glioblastoma,Melanoma|chr8_136019268_136025838:Amelanotic_melanoma,Cutaneous_melanoma,Melanoma|chr8_136028632_136031746:Amelanotic_melanoma,Cutaneous_melanoma,Glioblastoma,Melanoma	0	0	none
chr8_137039922_137071461	yes	5	1	chr8_137051118_137051468:Prostate_carcinoma|chr8_137060051_137060483:Prostate_carcinoma|chr8_137068093_137069892:Cutaneous_melanoma,Glioblastoma,Melanoma,Prostate_carcinoma|chr8_137070063_137070580:Prostate_carcinoma|chr8_137070779_137071461:Prostate_carcinoma	0	0	none
chr8_137612253_137618295	yes	2	1	chr8_137612974_137617172:Amelanotic_melanoma,Cutaneous_melanoma,Melanoma|chr8_137617784_137618324:Melanoma	0	0	none
chr8_138830635_138847254	no	0	0	none	0	0	none
chr8_139330474_139341431	yes	2	4	chr8_139330083_139335355:Amelanotic_melanoma,Cutaneous_melanoma,Melanoma|chr8_139338126_139342171:Cutaneous_melanoma,Glioblastoma,Melanoma,Plasma_cell_myeloma	0	0	none
chr8_139368017_139378975	yes	2	4	chr8_139375674_139376519:Ovarian_endometrioid_adenocarcinoma,Papillary_renal_cell_carcinoma|chr8_139376548_139378975:Clear_cell_renal_cell_carcinoma,Ovarian_endometrioid_adenocarcinoma,Papillary_renal_cell_carcinoma,Renal_cell_carcinoma	0	0	none
chr8_140445108_140467592	yes	1	4	chr8_140444959_140446008:Clear_cell_renal_cell_carcinoma,Lung_large_cell_carcinoma,Ovarian_endometrioid_adenocarcinoma,Ovarian_serous_cystadenocarcinoma	1	3	chr8_140455883_140460567:Anaplastic_large_cell_lymphoma__ALK_positive,Childhood_T_acute_lymphoblastic_leukemia,Pleural_epithelioid_mesothelioma
chr8_140491813_140522392	yes	1	4	chr8_140490893_140492701:Lung_large_cell_carcinoma,Ovarian_endometrioid_adenocarcinoma,Ovarian_serous_cystadenocarcinoma,Papillary_renal_cell_carcinoma	0	0	none
chr8_140587731_140599216	no	0	0	none	1	4	chr8_140587731_140595665:Adult_acute_myeloid_leukemia,Adult_T_acute_lymphoblastic_leukemia,Blast_phase_chronic_myelogenous_leukemia__BCR_ABL1_positive,Childhood_T_acute_lymphoblastic_leukemia
chr8_140717527_140734682	yes	1	2	chr8_140733112_140734682:Breast_adenocarcinoma,Minimally_invasive_lung_adenocarcinoma	0	0	none
chr8_140782864_141046480	yes	2	3	chr8_140866243_140868873:Clear_cell_renal_cell_carcinoma,Ovarian_serous_cystadenocarcinoma|chr8_141012094_141015372:Clear_cell_renal_cell_carcinoma,Pleural_epithelioid_mesothelioma,Renal_cell_carcinoma	0	0	none
chr8_141072655_141077057	no	0	0	none	0	0	none
chr8_141088666_141163012	yes	2	3	chr8_141093019_141097482:Adult_acute_myeloid_leukemia,Ovarian_endometrioid_adenocarcinoma|chr8_141160583_141163012:Breast_adenocarcinoma,High_grade_ovarian_serous_adenocarcinoma,Lung_large_cell_carcinoma	0	0	none
chr8_141223181_141338720	yes	1	2	chr8_141254524_141260823:Adult_acute_myeloid_leukemia,Lung_large_cell_carcinoma	0	0	none
chr8_141387495_141423589	yes	4	0	chr8_141400411_141405183:Adult_acute_myeloid_leukemia,Adult_T_acute_lymphoblastic_leukemia,Blast_phase_chronic_myelogenous_leukemia__BCR_ABL1_positive,Plasma_cell_myeloma|chr8_141416011_141417822:Blast_phase_chronic_myelogenous_leukemia__BCR_ABL1_positive,Plasma_cell_myeloma|chr8_141418069_141420076:Blast_phase_chronic_myelogenous_leukemia__BCR_ABL1_positive,Plasma_cell_myeloma|chr8_141420226_141421239:	0	0	none
chr8_141776925_141804498	yes	2	3	chr8_141786101_141789526:Clear_cell_renal_cell_carcinoma,Glioblastoma,Papillary_renal_cell_carcinoma|chr8_141800708_141804498:Clear_cell_renal_cell_carcinoma,Papillary_renal_cell_carcinoma,Renal_cell_carcinoma	0	0	none
chr8_142197913_142215241	yes	2	2	chr8_142197913_142204611:Adult_T_acute_lymphoblastic_leukemia,Childhood_T_acute_lymphoblastic_leukemia|chr8_142209934_142212017:Adult_T_acute_lymphoblastic_leukemia,Plasma_cell_myeloma	0	0	none
chr8_142661565_142683988	yes	1	1	chr8_142666866_142668317:Gliosarcoma	1	4	chr8_142671549_142683333:Adult_T_acute_lymphoblastic_leukemia,Blast_phase_chronic_myelogenous_leukemia__BCR_ABL1_positive,Childhood_T_acute_lymphoblastic_leukemia,Plasma_cell_myeloma
chr8_142695321_142702047	no	0	0	none	0	0	none
chr8_142949815_142953473	no	0	0	none	0	0	none
chr8_143012665_143056859	yes	2	2	chr8_143030905_143033925:Breast_adenocarcinoma,Minimally_invasive_lung_adenocarcinoma|chr8_143034497_143036462:Breast_adenocarcinoma,Minimally_invasive_lung_adenocarcinoma	0	0	none
chr8_143170732_143191835	yes	5	3	chr8_143169575_143171215:Adult_T_acute_lymphoblastic_leukemia,Childhood_T_acute_lymphoblastic_leukemia|chr8_143171356_143172554:|chr8_143173616_143175983:Anaplastic_large_cell_lymphoma__ALK_positive,Childhood_T_acute_lymphoblastic_leukemia,Lung_non_small_cell_carcinoma|chr8_143178345_143180394:Adult_T_acute_lymphoblastic_leukemia,Childhood_T_acute_lymphoblastic_leukemia|chr8_143189929_143192269:Adult_acute_myeloid_leukemia,Adult_T_acute_lymphoblastic_leukemia,Childhood_T_acute_lymphoblastic_leukemia	0	0	none
chr8_143264251_143295507	yes	1	1	chr8_143293258_143295507:Blast_phase_chronic_myelogenous_leukemia__BCR_ABL1_positive	2	1	chr8_143267434_143268709:Childhood_T_acute_lymphoblastic_leukemia,Ovarian_serous_cystadenocarcinoma,Plasma_cell_myeloma|chr8_143288738_143292593:Childhood_T_acute_lymphoblastic_leukemia
chr8_143333675_143370495	yes	2	3	chr8_143342770_143349262:Adult_T_acute_lymphoblastic_leukemia,Childhood_T_acute_lymphoblastic_leukemia,Plasma_cell_myeloma|chr8_143360179_143362084:Adult_T_acute_lymphoblastic_leukemia,Anaplastic_large_cell_lymphoma__ALK_positive,Childhood_T_acute_lymphoblastic_leukemia	2	2	chr8_143333675_143335508:Glioblastoma|chr8_143366531_143368667:Breast_adenocarcinoma,Minimally_invasive_lung_adenocarcinoma
chr8_143512296_143618833	yes	1	2	chr8_143525568_143530143:Gliosarcoma,Plasma_cell_myeloma	2	4	chr8_143557673_143559276:Lung_large_cell_carcinoma,Minimally_invasive_lung_adenocarcinoma|chr8_143597977_143598561:Adult_T_acute_lymphoblastic_leukemia,Anaplastic_large_cell_lymphoma__ALK_positive,Childhood_T_acute_lymphoblastic_leukemia,Minimally_invasive_lung_adenocarcinoma
chr8_143731481_143741404	no	0	0	none	0	0	none
chr8_143814346_143849911	yes	2	3	chr8_143825425_143826624:|chr8_143835705_143836530:Amelanotic_melanoma,Cutaneous_melanoma,Melanoma	1	4	chr8_143839970_143840944:Adult_acute_myeloid_leukemia,Adult_T_acute_lymphoblastic_leukemia,Anaplastic_large_cell_lymphoma__ALK_positive,Childhood_T_acute_lymphoblastic_leukemia
chr8_143872038_143879540	no	0	0	none	0	0	none
chr8_143927924_144006259	yes	1	4	chr8_144002573_144006491:Invasive_breast_carcinoma_of_no_special_type,Minimally_invasive_lung_adenocarcinoma,Ovarian_endometrioid_adenocarcinoma,Pleural_epithelioid_mesothelioma	0	0	none
chr8_144048528_144113989	no	0	0	none	1	2	chr8_144081642_144084046:Anaplastic_large_cell_lymphoma__ALK_positive,Ovarian_serous_cystadenocarcinoma
chr8_144397349_144479595	yes	1	4	chr8_144415566_144418828:Blast_phase_chronic_myelogenous_leukemia__BCR_ABL1_positive,Colon_adenocarcinoma,Colon_carcinoma,Ovarian_endometrioid_adenocarcinoma	4	3	chr8_144443065_144445597:Childhood_T_acute_lymphoblastic_leukemia,Ovarian_serous_cystadenocarcinoma|chr8_144463043_144465782:Breast_adenocarcinoma,Childhood_T_acute_lymphoblastic_leukemia|chr8_144475007_144477939:Childhood_T_acute_lymphoblastic_leukemia|chr8_144477992_144479706:Adult_T_acute_lymphoblastic_leukemia,Anaplastic_large_cell_lymphoma__ALK_positive,Childhood_T_acute_lymphoblastic_leukemia
chr8_144495710_144529685	yes	1	2	chr8_144502041_144504102:High_grade_ovarian_serous_adenocarcinoma,Ovarian_endometrioid_adenocarcinoma	3	3	chr8_144506892_144510859:Glioblastoma|chr8_144521170_144524405:Gliosarcoma,Lung_adenocarcinoma|chr8_144528261_144529685:Childhood_T_acute_lymphoblastic_leukemia,Glioblastoma,Melanoma
chr8_144741156_144805249	no	0	0	none	2	2	chr8_144784861_144790066:Childhood_T_acute_lymphoblastic_leukemia|chr8_144794987_144803705:Childhood_T_acute_lymphoblastic_leukemia,Plasma_cell_myeloma
chr8_144826301_144853708	no	0	0	none	1	3	chr8_144826257_144827368:Adult_T_acute_lymphoblastic_leukemia,Childhood_T_acute_lymphoblastic_leukemia,Plasma_cell_myeloma
chr8_144868727_144880907	no	0	0	none	0	0	none
chr8_16403966_16458741	yes	2	2	chr8_16446314_16449862:Ovarian_serous_cystadenocarcinoma|chr8_16451363_16452990:Ovarian_serous_cystadenocarcinoma,Papillary_renal_cell_carcinoma	0	0	none
chr8_16538022_16552606	yes	1	4	chr8_16543663_16552606:Adult_T_acute_lymphoblastic_leukemia,Blast_phase_chronic_myelogenous_leukemia__BCR_ABL1_positive,Childhood_T_acute_lymphoblastic_leukemia,Plasma_cell_myeloma	0	0	none
chr8_16694355_16765038	yes	1	0	chr8_16728273_16730980:	0	0	none
chr8_17223100_17232609	yes	1	1	chr8_17231012_17232666:Anaplastic_large_cell_lymphoma__ALK_positive	0	0	none
chr8_17347783_17380054	no	0	0	none	0	0	none
chr8_1735647_1786475	yes	2	4	chr8_1765812_1767385:Cutaneous_melanoma,Melanoma|chr8_1767899_1770269:Amelanotic_melanoma,Cutaneous_melanoma,Melanoma,Ovarian_endometrioid_adenocarcinoma	4	3	chr8_1744139_1747675:Adult_T_acute_lymphoblastic_leukemia,Breast_adenocarcinoma,Childhood_T_acute_lymphoblastic_leukemia,Lung_adenocarcinoma|chr8_1753904_1761064:Ovarian_endometrioid_adenocarcinoma,Plasma_cell_myeloma|chr8_1761175_1763350:Plasma_cell_myeloma|chr8_1763737_1765631:Childhood_T_acute_lymphoblastic_leukemia,Melanoma,Plasma_cell_myeloma
chr8_17513155_17541423	yes	3	4	chr8_17514005_17516151:Ovarian_serous_cystadenocarcinoma|chr8_17516341_17519394:Ovarian_serous_cystadenocarcinoma|chr8_17524147_17529029:Invasive_breast_carcinoma_of_no_special_type,Lung_large_cell_carcinoma,Ovarian_endometrioid_adenocarcinoma,Ovarian_serous_cystadenocarcinoma	0	0	none
chr8_17596060_17632003	yes	3	4	chr8_17595430_17596750:Glioblastoma,Gliosarcoma|chr8_17596916_17597722:Glioblastoma,Gliosarcoma|chr8_17604648_17607314:Adult_T_acute_lymphoblastic_leukemia,Amelanotic_melanoma,Cutaneous_melanoma,Melanoma	0	0	none
chr8_17648563_17697036	yes	3	1	chr8_17649579_17651135:Glioblastoma,Melanoma|chr8_17652690_17655933:Amelanotic_melanoma,Cutaneous_melanoma,Melanoma|chr8_17687926_17690801:Anaplastic_large_cell_lymphoma__ALK_positive	0	0	none
chr8_17733014_17739706	no	0	0	none	0	0	none
chr8_17738900_17756578	yes	1	4	chr8_17748905_17751154:Amelanotic_melanoma,Breast_adenocarcinoma,Glioblastoma,Melanoma	0	0	none
chr8_17755434_17858314	no	0	0	none	0	0	none
chr8_17891068_17924392	yes	3	2	chr8_17902073_17910631:Adult_acute_myeloid_leukemia,Blast_phase_chronic_myelogenous_leukemia__BCR_ABL1_positive,Melanoma|chr8_17911231_17913120:Colon_carcinoma,Cutaneous_melanoma,Papillary_renal_cell_carcinoma|chr8_17914739_17917241:Adult_acute_myeloid_leukemia,Lung_non_small_cell_carcinoma	0	0	none
chr8_18080633_18085868	no	0	0	none	0	0	none
chr8_18716234_18738327	yes	1	3	chr8_18734289_18735951:Anaplastic_large_cell_lymphoma__ALK_positive,Clear_cell_renal_cell_carcinoma,Plasma_cell_myeloma	0	0	none
chr8_18956073_18980997	yes	3	4	chr8_18967064_18969656:Anaplastic_large_cell_lymphoma__ALK_positive,Gliosarcoma,Plasma_cell_myeloma,Prostate_carcinoma|chr8_18970306_18972776:Glioblastoma,Gliosarcoma,Plasma_cell_myeloma|chr8_18973336_18975436:Astrocytoma,Glioblastoma,Gliosarcoma,Plasma_cell_myeloma	0	0	none
chr8_19033430_19098070	yes	2	3	chr8_19040641_19042782:Lung_large_cell_carcinoma,Minimally_invasive_lung_adenocarcinoma|chr8_19046646_19048703:Astrocytoma,Cutaneous_melanoma,Gliosarcoma	0	0	none
chr8_19125232_19235579	yes	1	1	chr8_19189717_19190827:Anaplastic_large_cell_lymphoma__ALK_positive	0	0	none
chr8_19287994_19317889	yes	1	3	chr8_19296611_19302277:Glioblastoma,Gliosarcoma,Pleural_epithelioid_mesothelioma	0	0	none
chr8_19372976_19389486	yes	1	3	chr8_19372487_19375172:Amelanotic_melanoma,Cutaneous_melanoma,Melanoma	0	0	none
chr8_1944270_2025353	yes	3	4	chr8_1979002_1984237:Adult_T_acute_lymphoblastic_leukemia,Anaplastic_large_cell_lymphoma__ALK_positive|chr8_2009804_2014069:Anaplastic_large_cell_lymphoma__ALK_positive|chr8_2016836_2024943:Adult_acute_myeloid_leukemia,Anaplastic_large_cell_lymphoma__ALK_positive,Lung_large_cell_carcinoma,Ovarian_serous_cystadenocarcinoma	0	0	none
chr8_19444539_19461764	yes	2	0	chr8_19445234_19446221:Anaplastic_large_cell_lymphoma__ALK_positive,Cutaneous_melanoma,Plasma_cell_myeloma|chr8_19450236_19451270:	0	0	none
chr8_19577078_19732692	no	0	0	none	0	0	none
chr8_20186848_20243910	yes	4	2	chr8_20190741_20193625:Clear_cell_renal_cell_carcinoma,Cutaneous_melanoma,Melanoma,Pleural_epithelioid_mesothelioma|chr8_20225383_20225988:Adult_T_acute_lymphoblastic_leukemia|chr8_20233147_20234796:Adult_T_acute_lymphoblastic_leukemia,Childhood_T_acute_lymphoblastic_leukemia|chr8_20234962_20237087:Adult_T_acute_lymphoblastic_leukemia,Childhood_T_acute_lymphoblastic_leukemia	0	0	none
chr8_20248887_20285191	yes	2	3	chr8_20251234_20256737:Amelanotic_melanoma,Cutaneous_melanoma,Glioblastoma,Melanoma|chr8_20256818_20259391:Amelanotic_melanoma,Cutaneous_melanoma,Melanoma	0	0	none
chr8_20296318_20317974	yes	1	3	chr8_20316494_20318900:Cutaneous_melanoma,Glioblastoma,Melanoma	0	0	none
chr8_21176404_21207734	yes	3	1	chr8_21189625_21196193:Anaplastic_large_cell_lymphoma__ALK_positive,Gliosarcoma,Lung_non_small_cell_carcinoma,Renal_cell_carcinoma|chr8_21201869_21203322:Anaplastic_large_cell_lymphoma__ALK_positive|chr8_21203618_21206234:Anaplastic_large_cell_lymphoma__ALK_positive	0	0	none
chr8_21909332_21971954	yes	3	3	chr8_21923684_21925082:Pleural_epithelioid_mesothelioma|chr8_21944218_21944776:Prostate_carcinoma|chr8_21956889_21962394:Anaplastic_large_cell_lymphoma__ALK_positive,Blast_phase_chronic_myelogenous_leukemia__BCR_ABL1_positive,Childhood_T_acute_lymphoblastic_leukemia	1	1	chr8_21919711_21922923:Anaplastic_large_cell_lymphoma__ALK_positive
chr8_2192366_2199928	yes	2	2	chr8_2192366_2197241:Adult_T_acute_lymphoblastic_leukemia,Childhood_T_acute_lymphoblastic_leukemia|chr8_2197686_2199928:Adult_T_acute_lymphoblastic_leukemia,Childhood_T_acute_lymphoblastic_leukemia	0	0	none
chr8_22129567_22142510	yes	1	3	chr8_22133707_22136083:Glioblastoma,Gliosarcoma,Lung_large_cell_carcinoma	1	1	chr8_22140416_22142647:Childhood_T_acute_lymphoblastic_leukemia
chr8_2214072_2219519	yes	2	3	chr8_2213735_2217096:Adult_T_acute_lymphoblastic_leukemia,Childhood_T_acute_lymphoblastic_leukemia|chr8_2218660_2220248:Adult_T_acute_lymphoblastic_leukemia,Anaplastic_large_cell_lymphoma__ALK_positive,Childhood_T_acute_lymphoblastic_leukemia	0	0	none
chr8_22208344_22229339	yes	1	2	chr8_22219081_22221976:Blast_phase_chronic_myelogenous_leukemia__BCR_ABL1_positive,Lung_large_cell_carcinoma	0	0	none
chr8_22271231_22288057	yes	1	2	chr8_22271091_22280831:Clear_cell_renal_cell_carcinoma,Plasma_cell_myeloma	0	0	none
chr8_22382311_22401694	yes	2	2	chr8_22394583_22394917:|chr8_22400000_22402185:Glioblastoma,Invasive_breast_carcinoma_of_no_special_type	0	0	none
chr8_22440069_22456924	yes	1	0	chr8_22453502_22453846:	0	0	none
chr8_22549358_22606006	yes	1	3	chr8_22585843_22587252:Gliosarcoma,Lung_non_small_cell_carcinoma,Pleural_epithelioid_mesothelioma	0	0	none
chr8_22638667_22674233	no	0	0	none	0	0	none
chr8_22734016_22759290	yes	1	0	chr8_22734016_22734929:	0	0	none
chr8_22973927_23000422	yes	2	0	chr8_22993825_22995690:Lung_large_cell_carcinoma,Prostate_carcinoma|chr8_22995823_22996331:	0	0	none
chr8_23061561_23112012	yes	1	3	chr8_23105394_23106762:Breast_adenocarcinoma,Colon_adenocarcinoma,Prostate_carcinoma	3	4	chr8_23063033_23070966:Childhood_T_acute_lymphoblastic_leukemia|chr8_23071371_23076423:Adult_T_acute_lymphoblastic_leukemia,Childhood_T_acute_lymphoblastic_leukemia,Cutaneous_melanoma|chr8_23082195_23085169:Adult_T_acute_lymphoblastic_leukemia,Blast_phase_chronic_myelogenous_leukemia__BCR_ABL1_positive,Minimally_invasive_lung_adenocarcinoma,Pleural_epithelioid_mesothelioma
chr8_23160304_23181388	yes	1	1	chr8_23170016_23172708:Anaplastic_large_cell_lymphoma__ALK_positive	0	0	none
chr8_23288160_23368875	yes	3	3	chr8_23326098_23328577:Clear_cell_renal_cell_carcinoma,Gliosarcoma,Renal_cell_carcinoma|chr8_23328781_23330696:Glioblastoma,Gliosarcoma|chr8_23330737_23332056:Glioblastoma,Gliosarcoma,Invasive_breast_carcinoma_of_no_special_type	0	0	none
chr8_23402995_23428248	yes	2	0	chr8_23413578_23415379:Cutaneous_melanoma,Melanoma|chr8_23426347_23428272:	0	0	none
chr8_23474594_23574389	yes	2	4	chr8_23486631_23491502:Blast_phase_chronic_myelogenous_leukemia__BCR_ABL1_positive,Breast_adenocarcinoma,Ovarian_endometrioid_adenocarcinoma|chr8_23565551_23569161:Breast_adenocarcinoma,Clear_cell_renal_cell_carcinoma,Gliosarcoma,Lung_non_small_cell_carcinoma	2	3	chr8_23527241_23534699:Childhood_T_acute_lymphoblastic_leukemia|chr8_23537775_23552427:Adult_T_acute_lymphoblastic_leukemia,Childhood_T_acute_lymphoblastic_leukemia,Plasma_cell_myeloma
chr8_23706112_23764249	yes	2	0	chr8_23730590_23732859:Anaplastic_large_cell_lymphoma__ALK_positive,Astrocytoma,Glioblastoma,Renal_cell_carcinoma|chr8_23753316_23753610:	0	0	none
chr8_23790152_23809522	yes	1	4	chr8_23788933_23792139:Anaplastic_large_cell_lymphoma__ALK_positive,Clear_cell_renal_cell_carcinoma,Lung_non_small_cell_carcinoma,Renal_cell_carcinoma	0	0	none
chr8_24192182_24230659	yes	2	1	chr8_24191317_24196055:Anaplastic_large_cell_lymphoma__ALK_positive,Breast_adenocarcinoma,Gliosarcoma,Lung_large_cell_carcinoma|chr8_24199606_24200614:Breast_adenocarcinoma	0	0	none
chr8_24648794_24682839	yes	5	1	chr8_24648794_24651889:Gliosarcoma,Lung_large_cell_carcinoma|chr8_24658356_24658888:|chr8_24660271_24660605:|chr8_24667958_24668940:Glioblastoma,Pleural_epithelioid_mesothelioma|chr8_24671215_24672969:Glioblastoma	0	0	none
chr8_24994119_25011534	no	0	0	none	0	0	none
chr8_25036462_25074946	yes	2	1	chr8_25035927_25036858:Anaplastic_large_cell_lymphoma__ALK_positive,Lung_non_small_cell_carcinoma|chr8_25037058_25037577:Anaplastic_large_cell_lymphoma__ALK_positive	0	0	none
chr8_25169930_25263339	yes	4	4	chr8_25213032_25215762:Pleural_epithelioid_mesothelioma,Prostate_carcinoma,Renal_cell_carcinoma|chr8_25241293_25246313:Anaplastic_large_cell_lymphoma__ALK_positive,Breast_adenocarcinoma,Minimally_invasive_lung_adenocarcinoma|chr8_25247595_25249698:Breast_adenocarcinoma,Glioblastoma,Minimally_invasive_lung_adenocarcinoma|chr8_25250611_25253563:Breast_adenocarcinoma,Lung_large_cell_carcinoma,Lung_non_small_cell_carcinoma,Pleural_epithelioid_mesothelioma	0	0	none
chr8_25379681_25394964	yes	1	1	chr8_25389383_25390684:Glioblastoma	0	0	none
chr8_25455548_25482577	no	0	0	none	0	0	none
chr8_26148103_26163162	no	0	0	none	0	0	none
chr8_26440025_26465574	yes	1	4	chr8_26463212_26465574:Breast_adenocarcinoma,Papillary_renal_cell_carcinoma,Pleural_epithelioid_mesothelioma,Renal_cell_carcinoma	1	4	chr8_26447355_26454971:Adult_acute_myeloid_leukemia,Adult_T_acute_lymphoblastic_leukemia,Childhood_T_acute_lymphoblastic_leukemia,Plasma_cell_myeloma
chr8_26570888_26586640	yes	1	4	chr8_26586180_26588248:Amelanotic_melanoma,Cutaneous_melanoma,Glioblastoma,Melanoma	1	1	chr8_26570636_26577778:Minimally_invasive_lung_adenocarcinoma
chr8_26598969_26660097	yes	1	2	chr8_26656653_26660861:Colon_adenocarcinoma,Colon_carcinoma	0	0	none
chr8_2711860_2736065	yes	3	1	chr8_2711860_2712605:Blast_phase_chronic_myelogenous_leukemia__BCR_ABL1_positive|chr8_2713109_2715390:Blast_phase_chronic_myelogenous_leukemia__BCR_ABL1_positive|chr8_2732242_2733150:Blast_phase_chronic_myelogenous_leukemia__BCR_ABL1_positive	0	0	none
chr8_27325483_27426838	yes	1	1	chr8_27419041_27424006:Plasma_cell_myeloma	0	0	none
chr8_27611852_27640087	no	0	0	none	0	0	none
chr8_27808345_27855454	no	0	0	none	0	0	none
chr8_27855761_27904596	no	0	0	none	0	0	none
chr8_28316858_28329645	yes	3	2	chr8_28316858_28322828:Ovarian_endometrioid_adenocarcinoma,Ovarian_serous_cystadenocarcinoma|chr8_28323829_28327924:Adult_T_acute_lymphoblastic_leukemia,Anaplastic_large_cell_lymphoma__ALK_positive,Ovarian_endometrioid_adenocarcinoma|chr8_28328618_28329663:Ovarian_endometrioid_adenocarcinoma,Ovarian_serous_cystadenocarcinoma	0	0	none
chr8_28339855_28419723	yes	1	0	chr8_28344865_28345239:	1	4	chr8_28409951_28413219:Blast_phase_chronic_myelogenous_leukemia__BCR_ABL1_positive,Childhood_T_acute_lymphoblastic_leukemia,Lung_large_cell_carcinoma,Minimally_invasive_lung_adenocarcinoma
chr8_28700808_28714479	no	0	0	none	0	0	none
chr8_28869814_28902588	no	0	0	none	0	0	none
chr8_29052719_29073731	no	0	0	none	0	0	none
chr8_29115938_29127324	yes	1	3	chr8_29115448_29118193:Anaplastic_large_cell_lymphoma__ALK_positive,Clear_cell_renal_cell_carcinoma,Ovarian_serous_cystadenocarcinoma	0	0	none
chr8_29168882_29177199	no	0	0	none	0	0	none
chr8_29248920_29290318	no	0	0	none	0	0	none
chr8_29332233_29374727	yes	1	1	chr8_29366493_29367825:Anaplastic_large_cell_lymphoma__ALK_positive	1	3	chr8_29338197_29354706:Blast_phase_chronic_myelogenous_leukemia__BCR_ABL1_positive,High_grade_ovarian_serous_adenocarcinoma,Papillary_renal_cell_carcinoma
chr8_29489724_29588583	yes	1	3	chr8_29540311_29544553:Breast_adenocarcinoma,Colon_adenocarcinoma,Invasive_breast_carcinoma_of_no_special_type	1	3	chr8_29492667_29501014:Blast_phase_chronic_myelogenous_leukemia__BCR_ABL1_positive,Minimally_invasive_lung_adenocarcinoma,Plasma_cell_myeloma
chr8_29601298_29785990	no	0	0	none	1	4	chr8_29726318_29741978:Adult_acute_myeloid_leukemia,Adult_T_acute_lymphoblastic_leukemia,Blast_phase_chronic_myelogenous_leukemia__BCR_ABL1_positive,Childhood_T_acute_lymphoblastic_leukemia
chr8_29794828_29813899	yes	2	1	chr8_29796211_29809785:Childhood_T_acute_lymphoblastic_leukemia,Plasma_cell_myeloma,Prostate_carcinoma|chr8_29809884_29813287:Plasma_cell_myeloma	0	0	none
chr8_29836086_29859624	no	0	0	none	0	0	none
chr8_30081524_30114304	yes	1	4	chr8_30103286_30104638:Anaplastic_large_cell_lymphoma__ALK_positive,Childhood_T_acute_lymphoblastic_leukemia,Cutaneous_melanoma,Gliosarcoma	1	4	chr8_30083301_30083957:Amelanotic_melanoma,Lung_large_cell_carcinoma,Melanoma,Ovarian_serous_cystadenocarcinoma
chr8_30305109_30319828	no	0	0	none	0	0	none
chr8_30381789_30465474	yes	3	4	chr8_30390015_30392629:Breast_adenocarcinoma|chr8_30410890_30413848:Ovarian_endometrioid_adenocarcinoma|chr8_30414666_30417811:Clear_cell_renal_cell_carcinoma,Glioblastoma,Ovarian_endometrioid_adenocarcinoma,Pleural_epithelioid_mesothelioma	0	0	none
