se_name	cell_specific_gain	number_ce_gain	number_cell_gain	gain_ce	number_ce_loss	number_cell_loss	loss_ce
chr7_27733760_27754273	yes	2	10	chr7_27733760_27736539:COLO_205,HT29,KM12,OVCAR-5|chr7_27746097_27748247:A549,EKVX,NCI_ADR-RES,NCI-H226,NCI-H23,NCI-H322M,NCI-H460,NCI-H522,PC-3,UACC-62	1	10	chr7_27744035_27745793:CCRF-CEM,COLO_205,KM12,MDA-MB-231,MOLT-4,OVCAR-8,RPMI-8226,SNB-75,SR,SW-620
chr7_2783137_2876996	yes	1	1	chr7_2791237_2794274:HL-60	2	7	chr7_2859695_2865165:K-562,MCF7,MOLT-4,NCI-H522,OVCAR-3|chr7_2869816_2876996:CCRF-CEM,HL-60,M14,MALME-3M,NCI-H322M,SK-MEL-5,SK-OV-3
chr7_27990823_28092026	yes	3	10	chr7_27990823_27996543:M14,MDA-MB-435,SK-MEL-2,SK-MEL-28,SK-MEL-5,SNB-75,UACC-257,UACC-62|chr7_27996641_28000825:M14,MDA-MB-435,SK-MEL-28,SK-MEL-5,SNB-75,UACC-62|chr7_28082119_28085259:CAKI-1,HL-60,MALME-3M,MDA-MB-468,NCI-H226,NCI-H460,SK-MEL-28,SK-MEL-5,SK-OV-3,UACC-257	0	0	none
chr7_28102709_28186380	yes	3	6	chr7_28102580_28110361:ACHN,HOP-62,NCI-H322M,NCI-H460,OVCAR-3,OVCAR-4,OVCAR-5,RXF_393,SF-268,SK-MEL-28,SNB-75,UO-31|chr7_28129870_28137558:M14,MALME-3M,MDA-MB-435,SF-539,SK-MEL-2,SK-MEL-28,SK-MEL-5,UACC-257,UACC-62|chr7_28154997_28156973:ACHN,RPMI-8226,SF-539,SK-MEL-28,SR,UO-31	0	0	none
chr7_28405181_28412932	no	0	0	none	0	0	none
chr7_28568258_28579474	no	0	0	none	0	0	none
chr7_28580216_28588053	yes	2	6	chr7_28580216_28584760:HOP-92,MALME-3M,MDA-MB-435,SK-MEL-2,SK-MEL-28,SK-MEL-5,UACC-257|chr7_28586137_28588222:MDA-MB-435,PC-3,SF-539,SK-MEL-28,SK-MEL-5,UACC-257	0	0	none
chr7_28595478_28623908	yes	5	5	chr7_28595478_28597559:OVCAR-4,U251|chr7_28598179_28599184:MDA-MB-435,SK-MEL-2|chr7_28607856_28609778:ACHN,COLO_205,KM12,RXF_393,TK-10,X786-0|chr7_28609796_28614290:COLO_205,EKVX,HCC-2998,HCT-116,HT29,KM12,MDA-MB-231,NCI-H322M,OVCAR-3,OVCAR-4,OVCAR-5,TK-10|chr7_28620286_28624129:HOP-92,OVCAR-4,RXF_393,SF-539,TK-10	0	0	none
chr7_28681579_28689301	yes	1	1	chr7_28682830_28683155:MDA-MB-231	1	10	chr7_28684673_28689317:A549,CCRF-CEM,HL-60,HS_578T,MDA-MB-468,MOLT-4,NCI-H322M,NCI-H522,SN12C,SR
chr7_28917954_28962954	yes	4	5	chr7_28917954_28921912:M14,MALME-3M,MDA-MB-435,SK-MEL-2,SK-MEL-28,SK-MEL-5,UACC-257,UACC-62|chr7_28922072_28924568:M14,SK-MEL-2,SK-MEL-28,SK-MEL-5,UACC-257|chr7_28932419_28938845:IGROV1,MDA-MB-468,NCI-H226,OVCAR-3,OVCAR-4,OVCAR-5,SK-MEL-2,SK-OV-3,SNB-19,U251|chr7_28956781_28962077:MCF7,MDA-MB-468,OVCAR-3,T-47D,U251	0	0	none
chr7_29091279_29147726	yes	4	7	chr7_29099216_29106526:MDA-MB-468,NCI-H226,NCI-H322M,NCI-H460,OVCAR-3,OVCAR-4,SK-MEL-28,SK-OV-3,SNB-19,T-47D|chr7_29108684_29111138:EKVX,HT29,IGROV1,MDA-MB-468,NCI-H322M,OVCAR-3,OVCAR-4|chr7_29127056_29128646:OVCAR-5,SK-MEL-5|chr7_29138096_29142436:HOP-92,IGROV1,LOX_IMVI,NCI_ADR-RES,NCI-H226,OVCAR-5,SK-MEL-5	0	0	none
chr7_29194364_29211132	no	0	0	none	0	0	none
chr7_29231727_29257261	yes	1	4	chr7_29231727_29238130:M14,MALME-3M,NCI-H226,SK-MEL-28	0	0	none
chr7_29342349_29352209	yes	3	7	chr7_29340435_29344346:HOP-62,MOLT-4,NCI-H226,OVCAR-4,SF-268,SK-MEL-2,SNB-19,U251|chr7_29345363_29348719:OVCAR-3,OVCAR-4|chr7_29349058_29352265:OVCAR-3,OVCAR-4,RXF_393,SF-539,SK-OV-3,SNB-19,UO-31	0	0	none
chr7_2952761_2966958	yes	1	2	chr7_2962562_2963796:NCI-H322M,OVCAR-5	0	0	none
chr7_29562480_29567104	no	0	0	none	0	0	none
chr7_29579628_29636026	yes	3	1	chr7_29611981_29615150:HCC-2998,HS_578T,NCI-H226,NCI-H322M,OVCAR-3,OVCAR-4,PC-3,SF-268,SK-OV-3,SNB-19,SNB-75,U251|chr7_29629062_29631131:OVCAR-3,OVCAR-4,PC-3|chr7_29634225_29636026:PC-3	0	0	none
chr7_29638766_29709496	yes	4	9	chr7_29638766_29642718:COLO_205,RPMI-8226,SNB-19,U251|chr7_29654475_29659194:RPMI-8226|chr7_29662578_29668586:ACHN,CAKI-1,LOX_IMVI,NCI_ADR-RES,RPMI-8226,RXF_393,SNB-19,SR,UACC-62,X786-0|chr7_29706588_29711157:M14,MALME-3M,MDA-MB-435,RPMI-8226,SK-MEL-2,SK-MEL-28,SK-MEL-5,UACC-257,UACC-62	1	6	chr7_29671052_29686788:HCC-2998,HS_578T,MDA-MB-468,SF-295,SNB-75,UACC-62
chr7_29984985_30000754	no	0	0	none	1	6	chr7_29985590_29990947:CCRF-CEM,K-562,MOLT-4,RPMI-8226,SR,UACC-257
chr7_30134386_30184771	yes	3	2	chr7_30147901_30150440:COLO_205,EKVX,HL-60,MDA-MB-468,MOLT-4,OVCAR-5,T-47D|chr7_30154923_30158317:CCRF-CEM,HL-60,HOP-92,MOLT-4|chr7_30177722_30179772:NCI-H226,RPMI-8226	0	0	none
chr7_30281838_30354664	yes	2	11	chr7_30293917_30299242:DU-145,MCF7,NCI-H226,NCI-H322M,NCI-H460,RPMI-8226,SK-OV-3|chr7_30329186_30332539:HOP-92,LOX_IMVI,MALME-3M,MCF7,OVCAR-3,OVCAR-4,PC-3,RPMI-8226,SF-539,SK-OV-3,T-47D	2	8	chr7_30285536_30293654:HS_578T,M14,MALME-3M,UACC-62|chr7_30343090_30354664:COLO_205,HCC-2998,KM12,MDA-MB-231,NCI-H522,OVCAR-4,OVCAR-8,SW-620
chr7_30458690_30479244	yes	1	2	chr7_30475222_30475825:SF-539,SR	1	1	chr7_30477531_30480155:UACC-62
chr7_30520699_30566082	yes	2	6	chr7_30543939_30545811:M14,SF-539,SK-MEL-2,SK-MEL-28,SK-MEL-5,SNB-19,UACC-257,UACC-62|chr7_30556020_30557061:MDA-MB-468,NCI-H226,SK-MEL-5,SNB-19,U251,UACC-257	0	0	none
chr7_30593631_30600960	no	0	0	none	0	0	none
chr7_3090448_3112625	yes	2	3	chr7_3090448_3093658:SR|chr7_3104370_3110565:NCI-H226,SR,T-47D	0	0	none
chr7_31720908_31736567	yes	3	8	chr7_31720761_31721605:MDA-MB-435,SK-MEL-5,SNB-75,UACC-62|chr7_31725033_31725755:OVCAR-4,SNB-75|chr7_31733377_31736685:M14,MDA-MB-435,MDA-MB-468,SK-MEL-28,SK-MEL-5,SNB-75,UACC-257,UACC-62	0	0	none
chr7_3180716_3204407	yes	3	6	chr7_3180716_3181515:HCC-2998,NCI-H226,OVCAR-5|chr7_3196512_3198850:A498,ACHN,CAKI-1,HOP-62,RXF_393,SNB-19,UO-31|chr7_3203238_3204765:ACHN,IGROV1,OVCAR-4,OVCAR-5,UO-31,X786-0	0	0	none
chr7_319191_344650	yes	5	5	chr7_320264_322283:COLO_205,HCC-2998,KM12|chr7_322503_324941:OVCAR-4,SW-620|chr7_326154_333922:A549,COLO_205,EKVX,HCC-2998,HT29,IGROV1,KM12,NCI-H322M,OVCAR-4,OVCAR-5,SW-620,TK-10|chr7_336763_338284:SW-620|chr7_340894_344090:COLO_205,HCC-2998,HT29,SW-620,UACC-257	0	0	none
chr7_31923166_31971045	no	0	0	none	0	0	none
chr7_32013786_32130499	yes	4	6	chr7_32041006_32046184:A498,A549,HOP-62,NCI_ADR-RES,NCI-H226,NCI-H460,PC-3,RXF_393,SN12C,SNB-19,UACC-62,X786-0|chr7_32046374_32049750:A549,MDA-MB-435,NCI_ADR-RES,NCI-H460,RXF_393,SF-539,SNB-75,UACC-62|chr7_32049945_32052852:M14,MDA-MB-435,SK-MEL-2,SK-MEL-28,SK-MEL-5,SNB-75,UACC-257,UACC-62|chr7_32101496_32106010:MDA-MB-468,NCI-H226,SF-539,SNB-19,SNB-75,U251	0	0	none
chr7_32142120_32180141	yes	1	8	chr7_32142120_32144505:HS_578T,MDA-MB-231,MDA-MB-468,NCI_ADR-RES,NCI-H226,SF-268,SF-539,SN12C	0	0	none
chr7_32473199_32517207	yes	1	5	chr7_32515239_32516785:HCC-2998,HOP-92,HS_578T,NCI-H226,OVCAR-5	0	0	none
chr7_32585273_32595012	no	0	0	none	0	0	none
chr7_32609227_32692588	yes	2	10	chr7_32609227_32613540:M14,MALME-3M,MDA-MB-435,SK-MEL-2,SK-MEL-28,SK-MEL-5,SNB-75,UACC-257,UACC-62|chr7_32661472_32665491:A549,CAKI-1,K-562,NCI-H460,SF-539,SK-MEL-2,SK-MEL-28,SNB-19,UACC-257,UACC-62	1	10	chr7_32667026_32672401:CCRF-CEM,MCF7,MDA-MB-231,MOLT-4,NCI-H23,NCI-H522,OVCAR-4,OVCAR-8,RPMI-8226,T-47D
chr7_32764502_32785956	yes	1	3	chr7_32782959_32784607:CCRF-CEM,MDA-MB-435,SK-MEL-2	0	0	none
chr7_32876498_32907157	yes	1	4	chr7_32876244_32878119:NCI-H322M,SK-MEL-28,SK-MEL-5,UACC-62	0	0	none
chr7_32956574_33000737	yes	1	12	chr7_32971073_32974956:COLO_205,HCC-2998,HCT-15,KM12,NCI-H226,NCI-H322M,OVCAR-3,OVCAR-4,OVCAR-5,PC-3,SK-OV-3,SW-620	1	4	chr7_32956009_32959546:CCRF-CEM,HL-60,MOLT-4,RPMI-8226
chr7_33032044_33063832	yes	1	7	chr7_33049652_33050773:HL-60,MALME-3M,NCI-H226,NCI-H322M,OVCAR-5,OVCAR-8,SW-620	0	0	none
chr7_33692216_33720349	yes	3	9	chr7_33692216_33694653:BT-549,HS_578T,M14,MDA-MB-435,NCI-H226,PC-3,SF-268,SK-MEL-2,SK-MEL-28,SNB-75,UACC-257,UACC-62|chr7_33696790_33700444:COLO_205,HCC-2998,M14,MDA-MB-435,RXF_393,SK-MEL-2,SK-MEL-28,SW-620,U251,UACC-257,UACC-62|chr7_33716972_33720587:EKVX,M14,MALME-3M,MDA-MB-435,SK-MEL-2,SK-MEL-28,SNB-75,UACC-257,UACC-62	0	0	none
chr7_33973725_33997543	no	0	0	none	0	0	none
chr7_34023655_34072203	yes	1	8	chr7_34040994_34046816:HOP-92,HS_578T,LOX_IMVI,NCI-H226,NCI-H460,SF-268,SN12C,T-47D	0	0	none
chr7_34297218_34321021	yes	1	1	chr7_34297218_34308936:KM12	0	0	none
chr7_3435761_3439853	no	0	0	none	0	0	none
chr7_34652111_34656165	yes	1	11	chr7_34651918_34659623:COLO_205,HCC-2998,HOP-92,HT29,IGROV1,KM12,MDA-MB-231,RXF_393,SF-268,SK-OV-3,SW-620	0	0	none
chr7_34717358_34776998	yes	2	1	chr7_34718151_34720907:RPMI-8226,SR|chr7_34733717_34742319:RPMI-8226	0	0	none
chr7_34837505_34874166	no	0	0	none	0	0	none
chr7_34990162_35038706	yes	4	3	chr7_34995710_34999019:A549,K-562,NCI-H460,PC-3|chr7_35007151_35009206:CAKI-1,HOP-92,IGROV1,NCI-H460,SK-MEL-5,SK-OV-3|chr7_35023108_35024886:DU-145,RPMI-8226,SR|chr7_35037187_35037478:A549,MDA-MB-231,U251	2	11	chr7_35001459_35006926:CCRF-CEM,HL-60,MCF7,MDA-MB-231,MOLT-4,NCI-H23,NCI-H522,OVCAR-3,OVCAR-4,RPMI-8226,T-47D|chr7_35037743_35038789:CCRF-CEM,HS_578T,MALME-3M,MDA-MB-231,MDA-MB-468,MOLT-4,NCI-H322M,OVCAR-4,SK-MEL-5,SK-OV-3,UACC-62
chr7_35165824_35204574	no	0	0	none	0	0	none
chr7_35693912_35698548	no	0	0	none	0	0	none
chr7_35752407_35763102	yes	2	5	chr7_35752225_35756824:HS_578T,M14,MALME-3M,MDA-MB-435,SK-MEL-2,SK-MEL-28,SK-MEL-5,SNB-75,UACC-257,UACC-62|chr7_35761487_35763266:NCI-H226,SF-268,SK-MEL-2,UACC-257,UACC-62	0	0	none
chr7_35774881_35803469	yes	3	4	chr7_35775446_35783600:M14,MALME-3M,MDA-MB-435,OVCAR-3,SK-MEL-2,SK-MEL-28,SK-MEL-5,SNB-75,UACC-257,UACC-62|chr7_35784184_35786624:MDA-MB-435,SK-MEL-2,SK-MEL-28,SK-MEL-5,UACC-257,UACC-62|chr7_35796771_35798120:MDA-MB-435,SK-MEL-2,SK-MEL-5,UACC-62	0	0	none
chr7_358547_378148	yes	2	8	chr7_358547_364636:ACHN,CCRF-CEM,MOLT-4,PC-3,SW-620|chr7_365616_376318:HCC-2998,MALME-3M,SK-MEL-28,SK-MEL-5,SW-620,U251,UACC-257,UACC-62	0	0	none
chr7_36032938_36048773	yes	1	3	chr7_36032862_36033606:MDA-MB-468,NCI-H322M,PC-3	0	0	none
chr7_36115795_36138729	yes	1	1	chr7_36135822_36138729:HCC-2998	0	0	none
chr7_36257849_36304039	yes	2	2	chr7_36264326_36266731:HL-60,HT29,NCI-H226,SW-620|chr7_36272238_36274294:COLO_205,HT29	1	11	chr7_36278419_36293875:K-562,MCF7,MDA-MB-231,NCI_ADR-RES,NCI-H322M,NCI-H460,NCI-H522,OVCAR-4,OVCAR-8,RPMI-8226,T-47D
chr7_36386568_36431322	yes	1	10	chr7_36404335_36405882:COLO_205,K-562,MDA-MB-468,NCI-H322M,OVCAR-5,OVCAR-8,SNB-75,SR,T-47D,UACC-62	0	0	none
chr7_36638787_36693113	yes	1	9	chr7_36682782_36687644:A498,CAKI-1,DU-145,HOP-92,RXF_393,SF-295,SR,UO-31,X786-0	0	0	none
chr7_36745490_36763796	yes	2	5	chr7_36759219_36760116:SNB-75|chr7_36760550_36764203:A498,NCI-H460,RXF_393,SW-620,X786-0	0	0	none
chr7_37029818_37049421	yes	4	4	chr7_37028576_37030267:M14,NCI-H322M,OVCAR-5,SW-620|chr7_37039635_37040296:NCI-H322M|chr7_37040563_37041106:NCI-H322M|chr7_37045843_37049450:HT29,NCI-H322M,OVCAR-5,SW-620	1	6	chr7_37030418_37034429:CCRF-CEM,HL-60,K-562,MOLT-4,NCI-H522,RPMI-8226
chr7_37055210_37063381	yes	3	4	chr7_37055210_37055911:U251|chr7_37061184_37062061:SF-295,U251|chr7_37062235_37063381:NCI-H460,SF-295,SNB-19,U251	0	0	none
chr7_37410106_37450129	yes	5	5	chr7_37410106_37412035:HL-60,SR|chr7_37420725_37423271:M14,SNB-75,SR|chr7_37423885_37427388:HL-60,SR|chr7_37430701_37435234:SR|chr7_37437901_37450129:CCRF-CEM,HL-60,M14,SNB-75,SR	0	0	none
chr7_37663480_37715546	yes	7	2	chr7_37664402_37667861:A549,EKVX,HL-60,NCI-H226,NCI-H322M,NCI-H460,OVCAR-4|chr7_37669226_37670586:NCI-H322M|chr7_37674071_37674691:HL-60|chr7_37674835_37675791:HL-60|chr7_37682480_37683409:HL-60,NCI-H322M|chr7_37692978_37694344:HL-60|chr7_37694499_37695902:HL-60,NCI-H460	0	0	none
chr7_37901012_38052518	yes	5	2	chr7_37954975_37958860:NCI-H522|chr7_37984059_37991582:COLO_205,NCI-H322M,NCI-H522,OVCAR-5,RXF_393,SF-539,SNB-19,SR,SW-620|chr7_37997024_38001233:EKVX,NCI_ADR-RES,NCI-H226,NCI-H522,SF-539|chr7_38001438_38005335:NCI-H522,SF-539|chr7_38005537_38010428:NCI-H522,SF-539	0	0	none
chr7_38169185_38198119	yes	3	7	chr7_38169093_38171199:HL-60,HOP-92,HS_578T,LOX_IMVI,NCI-H322M,RXF_393,SF-539,SN12C,SR|chr7_38171562_38172874:HL-60,SR|chr7_38189829_38191081:CAKI-1,HOP-92,HS_578T,LOX_IMVI,OVCAR-8,SF-539,UO-31	1	1	chr7_38176982_38180909:RPMI-8226
chr7_38215523_38282038	yes	9	1	chr7_38222624_38223742:HL-60,SK-MEL-28|chr7_38229116_38230221:HL-60|chr7_38230702_38233046:HL-60|chr7_38233221_38234597:CCRF-CEM,HL-60,MOLT-4,SK-MEL-28|chr7_38253439_38254785:HL-60|chr7_38255996_38257941:HL-60,K-562,MOLT-4|chr7_38262392_38263473:HL-60,SK-MEL-28,SK-MEL-5,UACC-257,UACC-62|chr7_38271188_38274792:HL-60,MCF7|chr7_38274957_38277579:HL-60	0	0	none
chr7_38291074_38369887	yes	10	5	chr7_38303950_38305795:HL-60|chr7_38307522_38309917:HL-60|chr7_38312843_38315040:HL-60|chr7_38315926_38318950:HL-60,NCI-H226,NCI-H522|chr7_38334576_38337380:A498,ACHN,HCT-15,HL-60,K-562,LOX_IMVI,SK-MEL-2|chr7_38340192_38341398:HL-60,K-562,SK-MEL-2,UACC-62|chr7_38357589_38361626:CCRF-CEM,HL-60,SF-539,SR,UO-31|chr7_38361991_38363897:CCRF-CEM,HL-60,SK-MEL-2,SR|chr7_38365746_38369279:CCRF-CEM,HL-60,MOLT-4,SF-539,SR|chr7_38369220_38370454:HL-60,NCI-H226,SF-539,SK-MEL-5,SR	0	0	none
chr7_3887099_3923348	yes	3	5	chr7_3897386_3900804:OVCAR-3,OVCAR-4,SNB-19,SNB-75,U251|chr7_3908153_3913051:OVCAR-3,OVCAR-5,SNB-19,SNB-75,U251|chr7_3915606_3916826:NCI-H226,OVCAR-5,SNB-19,SNB-75,UO-31	0	0	none
chr7_39002329_39007549	yes	1	9	chr7_39002318_39007549:M14,MALME-3M,MDA-MB-435,SK-MEL-2,SK-MEL-28,SK-MEL-5,SNB-75,UACC-257,UACC-62	0	0	none
chr7_39580653_39634401	no	0	0	none	0	0	none
chr7_39947990_39953819	no	0	0	none	0	0	none
chr7_40194929_40232902	yes	4	10	chr7_40197745_40202146:HS_578T,MALME-3M,NCI-H226,SF-268,SF-539,SK-MEL-2,SK-MEL-28,SN12C,UACC-257,UACC-62|chr7_40202200_40203850:HS_578T,NCI-H226|chr7_40210628_40215607:EKVX,HS_578T,NCI-H226,SF-268,SN12C|chr7_40230396_40232902:BT-549,HS_578T,LOX_IMVI,MALME-3M,NCI-H226,RXF_393,SF-268,SK-MEL-28,SN12C,TK-10	0	0	none
chr7_40296621_40331888	yes	6	11	chr7_40301398_40302450:HS_578T,LOX_IMVI,SF-539|chr7_40315398_40318367:HS_578T,M14,MALME-3M,SK-MEL-2,SK-MEL-28,SK-MEL-5|chr7_40324401_40325022:HS_578T|chr7_40327947_40329452:HS_578T,MALME-3M,NCI-H226|chr7_40329832_40330754:BT-549,MALME-3M,NCI-H226,RXF_393,SK-MEL-2,SK-MEL-28|chr7_40331391_40333638:HS_578T,M14,MALME-3M,MDA-MB-435,NCI-H226,SK-MEL-2,SK-MEL-28,SK-MEL-5,SNB-75,UACC-257,UACC-62	0	0	none
chr7_40429492_40440080	yes	1	5	chr7_40439164_40440106:BT-549,HS_578T,LOX_IMVI,SF-539,SN12C	0	0	none
chr7_40453203_40493715	yes	4	3	chr7_40456764_40461185:ACHN,CAKI-1,LOX_IMVI,M14,MALME-3M,MDA-MB-435,SK-MEL-2,SK-MEL-28,SK-MEL-5,UACC-257,UACC-62|chr7_40462902_40464176:LOX_IMVI|chr7_40471957_40474442:LOX_IMVI,MALME-3M|chr7_40492848_40494555:MALME-3M,SK-MEL-2,SK-MEL-28	0	0	none
chr7_40541851_40552725	yes	1	9	chr7_40548824_40553083:CAKI-1,HL-60,HOP-92,LOX_IMVI,NCI-H226,SK-MEL-2,SK-MEL-28,UACC-257,UACC-62	0	0	none
chr7_40566728_40609360	yes	3	8	chr7_40571494_40573793:HOP-92,HS_578T,LOX_IMVI,MALME-3M,RXF_393,SF-268,SK-MEL-28|chr7_40595574_40605681:HL-60,HOP-92,M14,MALME-3M,MDA-MB-435,SK-MEL-2,SK-MEL-28,SK-MEL-5,UACC-257,UACC-62|chr7_40607597_40609460:M14,MALME-3M,MDA-MB-435,SF-539,SK-MEL-28,SK-MEL-5,UACC-257,UACC-62	0	0	none
chr7_40640017_40647690	yes	2	3	chr7_40639546_40641885:SW-620|chr7_40642094_40647885:COLO_205,LOX_IMVI,SW-620	0	0	none
chr7_40658306_40720203	yes	6	5	chr7_40658306_40659732:M14,MDA-MB-435,SF-539,SK-MEL-2,SK-MEL-28,SNB-75,UACC-62|chr7_40677589_40680149:M14,MALME-3M,MDA-MB-435,SK-MEL-2,SK-MEL-28,SK-MEL-5,SW-620,UACC-257|chr7_40681880_40683015:M14,MALME-3M,SK-MEL-28,SW-620|chr7_40693477_40695120:M14,MALME-3M,MDA-MB-435,SK-MEL-28,UACC-62|chr7_40711820_40716532:A498,LOX_IMVI,M14,MALME-3M,NCI-H226,SK-MEL-2,SK-MEL-28,SW-620,UACC-257,UACC-62|chr7_40718958_40719623:HOP-92,LOX_IMVI,NCI-H226,RPMI-8226,UACC-62	0	0	none
chr7_40793506_40844128	yes	4	4	chr7_40804815_40806697:HS_578T|chr7_40835827_40837133:CAKI-1,RXF_393,UO-31,X786-0|chr7_40839146_40840693:A498,HOP-92,HS_578T,NCI-H226,RXF_393,SF-268,UO-31|chr7_40842665_40844607:HS_578T,NCI-H226,RXF_393,X786-0	0	0	none
chr7_40882898_40887888	yes	1	9	chr7_40882867_40887930:A498,ACHN,HS_578T,LOX_IMVI,OVCAR-5,RXF_393,TK-10,UO-31,X786-0	0	0	none
chr7_40907079_40924355	no	0	0	none	0	0	none
chr7_40972696_40987925	yes	2	4	chr7_40972696_40973730:OVCAR-5|chr7_40976254_40979746:EKVX,HT29,MDA-MB-468,OVCAR-5	0	0	none
chr7_40985256_41054762	yes	1	2	chr7_40995620_40998900:HS_578T,NCI-H226	0	0	none
chr7_41092395_41149603	yes	3	5	chr7_41094976_41100238:HOP-62,HOP-92,HS_578T,LOX_IMVI,RXF_393,SF-268,SF-295,SF-539,SNB-19|chr7_41100518_41105368:EKVX,HOP-92,HS_578T,NCI-H226,RXF_393|chr7_41142336_41144130:EKVX,MDA-MB-468,NCI-H322M,SK-MEL-5,SNB-75	0	0	none
chr7_41238719_41249976	no	0	0	none	0	0	none
chr7_41570324_41582344	no	0	0	none	0	0	none
chr7_41685756_41710424	yes	1	7	chr7_41708145_41710424:CAKI-1,HS_578T,PC-3,RXF_393,SF-268,UO-31,X786-0	0	0	none
chr7_41808271_41835816	yes	5	3	chr7_41808271_41811915:CAKI-1,HL-60,RXF_393,X786-0|chr7_41816908_41817586:HL-60,HS_578T,RXF_393|chr7_41820237_41821196:RXF_393|chr7_41832493_41834146:CAKI-1,RXF_393,X786-0|chr7_41834789_41835829:CAKI-1,RXF_393,T-47D	0	0	none
chr7_41868612_41955888	yes	3	11	chr7_41869370_41871430:A498,CAKI-1,HL-60,HOP-62,HOP-92,HS_578T,LOX_IMVI,NCI-H226,NCI-H460,RXF_393,X786-0|chr7_41924424_41926080:RXF_393,TK-10,X786-0|chr7_41928807_41931760:CAKI-1,HL-60,HOP-92,LOX_IMVI,NCI-H226,RXF_393,SF-539,SN12C,TK-10,UO-31,X786-0	0	0	none
chr7_42069563_42109360	yes	8	10	chr7_42069370_42071592:HOP-92,NCI-H460,PC-3|chr7_42074506_42080325:HOP-92,M14,MALME-3M,MDA-MB-435,SK-MEL-2,SK-MEL-28,SK-MEL-5,UACC-257,UACC-62|chr7_42080394_42082601:ACHN,M14|chr7_42089826_42091760:PC-3,T-47D|chr7_42091882_42093695:PC-3,T-47D|chr7_42093793_42095025:PC-3|chr7_42096423_42101222:BT-549,M14,NCI-H226,NCI-H460,PC-3,SF-539,SK-MEL-28,T-47D|chr7_42102297_42109360:M14,MDA-MB-231,MDA-MB-468,NCI-H460,PC-3,SF-268,SF-539,SNB-19,SNB-75,U251	0	0	none
chr7_42233010_42247935	yes	1	9	chr7_42244380_42249025:LOX_IMVI,M14,MDA-MB-435,SK-MEL-2,SK-MEL-28,SK-MEL-5,U251,UACC-62,UO-31	0	0	none
chr7_42427034_42461939	yes	5	2	chr7_42427034_42429198:SK-MEL-2,SR|chr7_42438988_42445010:SR|chr7_42445160_42446943:SR|chr7_42450741_42455386:SR|chr7_42455375_42461382:SR,UACC-62	0	0	none
chr7_425199_562784	yes	6	2	chr7_432570_439089:A549,COLO_205,IGROV1,PC-3,SNB-19,SW-620,U251|chr7_450917_453756:HOP-62,HOP-92,MALME-3M,SF-539,SW-620|chr7_483981_487950:SW-620|chr7_487891_493560:IGROV1,MALME-3M,SK-MEL-2,SW-620,UACC-62|chr7_512469_515978:HOP-62,HOP-92,HS_578T,LOX_IMVI,MDA-MB-231,RPMI-8226,RXF_393,SF-539,SNB-19,SNB-75,SR,SW-620|chr7_552142_554734:COLO_205,SW-620	0	0	none
chr7_42647304_42651962	yes	1	8	chr7_42647090_42652201:MALME-3M,MDA-MB-435,SK-MEL-2,SK-MEL-28,SK-MEL-5,SNB-75,UACC-257,UACC-62	0	0	none
chr7_43488482_43514319	yes	2	12	chr7_43507730_43508429:OVCAR-3|chr7_43510913_43514695:CCRF-CEM,HOP-92,M14,MALME-3M,MDA-MB-435,MOLT-4,SK-MEL-2,SK-MEL-28,SK-MEL-5,SR,UACC-257,UACC-62	0	0	none
chr7_43521560_43538799	no	0	0	none	0	0	none
chr7_43553417_43596923	yes	2	5	chr7_43552608_43555013:CCRF-CEM,HOP-62,MDA-MB-468,MOLT-4,NCI-H226,NCI-H460,OVCAR-4,SK-OV-3|chr7_43556691_43561236:HOP-92,MOLT-4,NCI-H460,PC-3,SR	1	1	chr7_43583055_43589120:COLO_205
chr7_43611960_43676666	yes	1	4	chr7_43611840_43614351:SF-539,SNB-19,SNB-75,SR	1	10	chr7_43645093_43655401:CCRF-CEM,COLO_205,HCT-15,IGROV1,K-562,KM12,MCF7,MOLT-4,NCI-H23,T-47D
chr7_43728368_43779766	yes	4	11	chr7_43734315_43737061:HCT-15,HL-60,HOP-92,K-562,MOLT-4,NCI-H226,NCI-H460,OVCAR-4,SF-268,X786-0|chr7_43746837_43749136:RPMI-8226|chr7_43750934_43755036:K-562,NCI-H322M,RPMI-8226|chr7_43778193_43781582:A549,COLO_205,HCC-2998,HCT-15,HT29,IGROV1,K-562,KM12,NCI-H460,OVCAR-5,SR	0	0	none
chr7_43838627_43884691	yes	1	2	chr7_43849853_43851214:RPMI-8226,SR	1	3	chr7_43867659_43875658:COLO_205,MDA-MB-435,OVCAR-5
chr7_44073072_44106707	yes	1	5	chr7_44076823_44079395:IGROV1,MOLT-4,OVCAR-3,OVCAR-4,SK-OV-3	2	4	chr7_44080387_44082529:DU-145|chr7_44082773_44085760:OVCAR-8,SK-OV-3,SNB-75,UACC-62
chr7_44162415_44185607	yes	2	8	chr7_44172514_44173507:ACHN,RXF_393|chr7_44177016_44178855:ACHN,HOP-92,PC-3,RXF_393,SF-295,SF-539,SNB-19,U251	0	0	none
chr7_44472630_44491505	yes	2	2	chr7_44476170_44477061:OVCAR-5|chr7_44486079_44487877:LOX_IMVI,OVCAR-5	0	0	none
chr7_44572165_44644909	no	0	0	none	2	4	chr7_44572573_44575175:MDA-MB-231|chr7_44627229_44641592:MALME-3M,MCF7,MOLT-4,NCI-H522
